ITEM_CODE	ITEM_NAME	SUPPLIER	COLLECTION	SERIAL	STATUS
FABCARE-S258	A - COMFORT III RUSTIC BASKETRY SPA Sr No 324	Home Ideas	COMFORT III	324	AUTO
FABCARE-S242	A - COMFORT III RUSTIC BASKETRY STEEL Sr No 308	Home Ideas	COMFORT III	308	AUTO
FABCARE-S238	A - COMFORT III RUSTIC BASKETRY TANGERINE Sr No 304	Home Ideas	COMFORT III	304	AUTO
FABCARE-S261	A - COMFORT III SCRIPT ETCHED AEGEAN Sr No 327	Home Ideas	COMFORT III	327	AUTO
FABCARE-S255	A - COMFORT III SCRIPT ETCHED BUTTER Sr No 321	Home Ideas	COMFORT III	321	AUTO
FABCARE-S245	A - COMFORT III SCRIPT ETCHED COFFEE Sr No 311	Home Ideas	COMFORT III	311	AUTO
FABCARE-S243	A - COMFORT III SCRIPT ETCHED DUNE Sr No 309	Home Ideas	COMFORT III	309	AUTO
FABCARE-S247	A - COMFORT III SCRIPT ETCHED FLAX Sr No 313	Home Ideas	COMFORT III	313	AUTO
FABCARE-S235	A - COMFORT III SCRIPT ETCHED MANDARIN Sr No 301	Home Ideas	COMFORT III	301	AUTO
FABCARE-S263	A - COMFORT III SCRIPT ETCHED MIDNIGHT Sr No 329	Home Ideas	COMFORT III	329	AUTO
FABCARE-S259	A - COMFORT III SCRIPT ETCHED MINT Sr No 325	Home Ideas	COMFORT III	325	AUTO
FABCARE-S249	A - COMFORT III SCRIPT ETCHED NATURAL Sr No 315	Home Ideas	COMFORT III	315	AUTO
FABCARE-S239	A - COMFORT III SCRIPT ETCHED PEAT Sr No 305	Home Ideas	COMFORT III	305	AUTO
FABCARE-S253	A - COMFORT III SCRIPT ETCHED PORCELAIN Sr No 319	Home Ideas	COMFORT III	319	AUTO
FABCARE-S251	A - COMFORT III SCRIPT ETCHED PUTTY Sr No 317	Home Ideas	COMFORT III	317	AUTO
FABCARE-S257	A - COMFORT III SCRIPT ETCHED SPA Sr No 323	Home Ideas	COMFORT III	323	AUTO
FABCARE-S241	A - COMFORT III SCRIPT ETCHED STEEL Sr No 307	Home Ideas	COMFORT III	307	AUTO
FABCARE-S237	A - COMFORT III SCRIPT ETCHED TANGERINE Sr No 303	Home Ideas	COMFORT III	303	AUTO
FABCARE-S275	A - COMFORT IV ALLURE RELAX ASH Sr No 411	Home Ideas	COMFORT IV	411	AUTO
FABCARE-S281	A - COMFORT IV ALLURE RELAX AZURE Sr No 417	Home Ideas	COMFORT IV	417	AUTO
FABCARE-S269	A - COMFORT IV ALLURE RELAX CLAY Sr No 405	Home Ideas	COMFORT IV	405	AUTO
FABCARE-S295	A - COMFORT IV ALLURE RELAX DENIM Sr No 431	Home Ideas	COMFORT IV	431	AUTO
FABCARE-S271	A - COMFORT IV ALLURE RELAX ECRU Sr No 407	Home Ideas	COMFORT IV	407	AUTO
FABCARE-S273	A - COMFORT IV ALLURE RELAX EGGSHELL Sr No 409	Home Ideas	COMFORT IV	409	AUTO
FABCARE-S301	A - COMFORT IV ALLURE RELAX FOREST Sr No 437	Home Ideas	COMFORT IV	437	AUTO
FABCARE-S297	A - COMFORT IV ALLURE RELAX INDIGO Sr No 433	Home Ideas	COMFORT IV	433	AUTO
FABCARE-S299	A - COMFORT IV ALLURE RELAX INK Sr No 435	Home Ideas	COMFORT IV	435	AUTO
FABCARE-S285	A - COMFORT IV ALLURE RELAX LINEN Sr No 421	Home Ideas	COMFORT IV	421	AUTO
FABCARE-S287	A - COMFORT IV ALLURE RELAX MIMOSA Sr No 423	Home Ideas	COMFORT IV	423	AUTO
FABCARE-S289	A - COMFORT IV ALLURE RELAX MOCHA Sr No 425	Home Ideas	COMFORT IV	425	AUTO
FABCARE-S291	A - COMFORT IV ALLURE RELAX OTTER Sr No 427	Home Ideas	COMFORT IV	427	AUTO
FABCARE-S267	A - COMFORT IV ALLURE RELAX PEACOCK Sr No 403	Home Ideas	COMFORT IV	403	AUTO
FABCARE-S279	A - COMFORT IV ALLURE RELAX PLATINUM Sr No 415	Home Ideas	COMFORT IV	415	AUTO
FABCARE-S283	A - COMFORT IV ALLURE RELAX SAGE Sr No 419	Home Ideas	COMFORT IV	419	AUTO
FABCARE-S293	A - COMFORT IV ALLURE RELAX SEAL Sr No 429	Home Ideas	COMFORT IV	429	AUTO
FABCARE-S277	A - COMFORT IV ALLURE RELAX SILVER Sr No 413	Home Ideas	COMFORT IV	413	AUTO
FABCARE-S265	A - COMFORT IV ALLURE RELAX STONE Sr No 401	Home Ideas	COMFORT IV	401	AUTO
FABCARE-S276	A - COMFORT IV DIMENSION SIMPLICITY ASH Sr No 412	Home Ideas	COMFORT IV	412	AUTO
FABCARE-S282	A - COMFORT IV DIMENSION SIMPLICITY AZURE Sr No 418	Home Ideas	COMFORT IV	418	AUTO
FABCARE-S270	A - COMFORT IV DIMENSION SIMPLICITY CLAY Sr No 406	Home Ideas	COMFORT IV	406	AUTO
FABCARE-S296	A - COMFORT IV DIMENSION SIMPLICITY DENIM Sr No 432	Home Ideas	COMFORT IV	432	AUTO
FABCARE-S272	A - COMFORT IV DIMENSION SIMPLICITY ECRU Sr No 408	Home Ideas	COMFORT IV	408	AUTO
FABCARE-S274	A - COMFORT IV DIMENSION SIMPLICITY EGGSHELL Sr No 410	Home Ideas	COMFORT IV	410	AUTO
FABCARE-S302	A - COMFORT IV DIMENSION SIMPLICITY FOREST Sr No 438	Home Ideas	COMFORT IV	438	AUTO
FABCARE-S298	A - COMFORT IV DIMENSION SIMPLICITY INDIGO Sr No 434	Home Ideas	COMFORT IV	434	AUTO
FABCARE-S300	A - COMFORT IV DIMENSION SIMPLICITY INK Sr No 436	Home Ideas	COMFORT IV	436	AUTO
FABCARE-S286	A - COMFORT IV DIMENSION SIMPLICITY LINEN Sr No 422	Home Ideas	COMFORT IV	422	AUTO
FABCARE-S288	A - COMFORT IV DIMENSION SIMPLICITY MIMOSA Sr No 424	Home Ideas	COMFORT IV	424	AUTO
FABCARE-S290	A - COMFORT IV DIMENSION SIMPLICITY MOCHA Sr No 426	Home Ideas	COMFORT IV	426	AUTO
FABCARE-S292	A - COMFORT IV DIMENSION SIMPLICITY OTTER Sr No 428	Home Ideas	COMFORT IV	428	AUTO
FABCARE-S268	A - COMFORT IV DIMENSION SIMPLICITY PEACOCK Sr No 404	Home Ideas	COMFORT IV	404	AUTO
FABCARE-S280	A - COMFORT IV DIMENSION SIMPLICITY PLATINUM Sr No 416	Home Ideas	COMFORT IV	416	AUTO
FABCARE-S284	A - COMFORT IV DIMENSION SIMPLICITY SAGE Sr No 420	Home Ideas	COMFORT IV	420	AUTO
FABCARE-S294	A - COMFORT IV DIMENSION SIMPLICITY SEAL Sr No 430	Home Ideas	COMFORT IV	430	AUTO
FABCARE-S278	A - COMFORT IV DIMENSION SIMPLICITY SILVER Sr No 414	Home Ideas	COMFORT IV	414	AUTO
FABCARE-S266	A - COMFORT IV DIMENSION SIMPLICITY STONE Sr No 402	Home Ideas	COMFORT IV	402	AUTO
FAB-CSII-10	A - COTTON SOFT II Sr No. 10	Home Ideas	COTTON SOFT II	10	AUTO
FAB-CSII-33	A - COTTON SOFT II Sr No. 33	Home Ideas	COTTON SOFT II	33	AUTO
FABCARE-S303	A - DELUXE DELUXE PLAIN 01-FEATHER Sr No 1	Home Ideas	DELUXE	1	AUTO
FABCARE-S304	A - DELUXE DELUXE PLAIN 02-DOVE Sr No 2	Home Ideas	DELUXE	2	AUTO
FABCARE-S305	A - DELUXE DELUXE PLAIN 04-STEEL Sr No 4	Home Ideas	DELUXE	4	AUTO
FABCARE-S306	A - DELUXE DELUXE PLAIN 05-CHARCOAL Sr No 5	Home Ideas	DELUXE	5	AUTO
FABCARE-S307	A - DELUXE DELUXE PLAIN 06-ELEPHANT Sr No 6	Home Ideas	DELUXE	6	AUTO
FABCARE-S308	A - DELUXE DELUXE PLAIN 07-HAVANA Sr No 7	Home Ideas	DELUXE	7	AUTO
FABCARE-S309	A - DELUXE DELUXE PLAIN 08-OYSTER Sr No 8	Home Ideas	DELUXE	8	AUTO
FABCARE-S310	A - DELUXE DELUXE PLAIN 09-SEASAME Sr No 9	Home Ideas	DELUXE	9	AUTO
FABCARE-S311	A - DELUXE DELUXE PLAIN 10-DUNE Sr No 10	Home Ideas	DELUXE	10	AUTO
FABCARE-S312	A - DELUXE DELUXE PLAIN 11-NOUGAT Sr No 11	Home Ideas	DELUXE	11	AUTO
FABCARE-S313	A - DELUXE DELUXE PLAIN 12-LIMESTONE Sr No 12	Home Ideas	DELUXE	12	AUTO
FABCARE-S314	A - DELUXE DELUXE PLAIN 13-GRIFFIN Sr No 13	Home Ideas	DELUXE	13	AUTO
FABCARE-S315	A - DELUXE DELUXE PLAIN 14-BALSAM Sr No 14	Home Ideas	DELUXE	14	AUTO
FABCARE-S316	A - DELUXE DELUXE PLAIN 15-PEACOCK Sr No 15	Home Ideas	DELUXE	15	AUTO
FABCARE-S317	A - DELUXE DELUXE PLAIN 16-CYPRESS Sr No 16	Home Ideas	DELUXE	16	AUTO
FABCARE-S318	A - DELUXE DELUXE PLAIN 17-BOTTLE Sr No 17	Home Ideas	DELUXE	17	AUTO
FABCARE-S319	A - DELUXE DELUXE PLAIN 18-LIME Sr No 18	Home Ideas	DELUXE	18	AUTO
FABCARE-S320	A - DELUXE DELUXE PLAIN 19-AMBER Sr No 19	Home Ideas	DELUXE	19	AUTO
FABCARE-S321	A - DELUXE DELUXE PLAIN 20-WOOD Sr No 20	Home Ideas	DELUXE	20	AUTO
FABCARE-S322	A - DELUXE DELUXE PLAIN 21-AUTUMN Sr No 21	Home Ideas	DELUXE	21	AUTO
FABCARE-S323	A - DELUXE DELUXE PLAIN 22-SIENNA Sr No 22	Home Ideas	DELUXE	22	AUTO
FABCARE-S324	A - DELUXE DELUXE PLAIN 24-VINO Sr No 24	Home Ideas	DELUXE	24	AUTO
FABCARE-S325	A - DELUXE DELUXE PLAIN 25-LOLLIPOP Sr No 25	Home Ideas	DELUXE	25	AUTO
FABCARE-S326	A - DELUXE DELUXE PLAIN 26-PLUM Sr No 26	Home Ideas	DELUXE	26	AUTO
FABCARE-S327	A - DELUXE DELUXE PLAIN 27-SKY Sr No 27	Home Ideas	DELUXE	27	AUTO
FABCARE-S328	A - DELUXE DELUXE PLAIN 28-PETROL Sr No 28	Home Ideas	DELUXE	28	AUTO
FABCARE-S329	A - DELUXE DELUXE PLAIN 29-INDIGO Sr No 29	Home Ideas	DELUXE	29	AUTO
FABCARE-S330	A - DELUXE DELUXE PLAIN 30-SCUBA Sr No 30	Home Ideas	DELUXE	30	AUTO
FABCARE-S331	A - DELUXE DELUXE PLAIN 31-CELADON Sr No 31	Home Ideas	DELUXE	31	AUTO
FABCARE-S332	A - DELUXE DELUXE PLAIN 32-LAGOON Sr No 32	Home Ideas	DELUXE	32	AUTO
FABCARE-S333	A - DELUXE HANGER DELUXE PLAIN 01-FEATHER Sr No 1	Home Ideas	DELUXE HANGER	1	AUTO
FPS	A - FUSION PRINTS Sr No. 1 Shade SIMPSON-GARDENIA-HONEY GOLD	Home Ideas	FUSION PRINTS	1	AUTO
FPS0001	A - FUSION PRINTS Sr No. 10 Shade SIMPSON-BRUSHSTROKE-RUBY WINE	Home Ideas	FUSION PRINTS	10	AUTO
FPS0002	A - FUSION PRINTS Sr No. 11 Shade SIMPSON-NOORI-RUBY WINE	Home Ideas	FUSION PRINTS	11	AUTO
FPS0003	A - FUSION PRINTS Sr No. 12 Shade SIMPSON-SANDSTONE-SAND	Home Ideas	FUSION PRINTS	12	AUTO
FPS0004	A - FUSION PRINTS Sr No. 13 Shade SIMPSON-SANDSTONE-RUBY WINE	Home Ideas	FUSION PRINTS	13	AUTO
FPS0005	A - FUSION PRINTS Sr No. 14 Shade SIMPSON-MANDALA-RUBY WINE	Home Ideas	FUSION PRINTS	14	AUTO
FPS0006	A - FUSION PRINTS Sr No. 15 Shade SIMPSON-GARDENIA-OAK	Home Ideas	FUSION PRINTS	15	AUTO
FPS0007	A - FUSION PRINTS Sr No. 16 Shade SIMPSON-WILDWOOD-HONEY GOLD	Home Ideas	FUSION PRINTS	16	AUTO
FPS0008	A - FUSION PRINTS Sr No. 17 Shade SIMPSON-BRUSHSTROKE-HONEY GOLD	Home Ideas	FUSION PRINTS	17	AUTO
FPS0009	A - FUSION PRINTS Sr No. 18 Shade SIMPSON-NOORI-HONEY GOLD	Home Ideas	FUSION PRINTS	18	AUTO
FPS0010	A - FUSION PRINTS Sr No. 19 Shade SIMPSON-SANDSTONE-ASH	Home Ideas	FUSION PRINTS	19	AUTO
FPS0011	A - FUSION PRINTS Sr No. 2 Shade SIMPSON-WILDWOOD-TEAL	Home Ideas	FUSION PRINTS	2	AUTO
FPS0012	A - FUSION PRINTS Sr No. 20 Shade SIMPSON-MANDALA-HONEY GOLD	Home Ideas	FUSION PRINTS	20	AUTO
FPS0013	A - FUSION PRINTS Sr No. 21 Shade SIMPSON-GARDENIA-TAN	Home Ideas	FUSION PRINTS	21	AUTO
FPS0014	A - FUSION PRINTS Sr No. 22 Shade SIMPSON-WILDWOOD-POPPY RED	Home Ideas	FUSION PRINTS	22	AUTO
FPS0015	A - FUSION PRINTS Sr No. 23 Shade SIMPSON-BRUSHSTROKE-POPPY RED	Home Ideas	FUSION PRINTS	23	AUTO
FPS0016	A - FUSION PRINTS Sr No. 24 Shade SIMPSON-NOORI-POPPY RED	Home Ideas	FUSION PRINTS	24	AUTO
FPS0017	A - FUSION PRINTS Sr No. 25 Shade SIMPSON-SANDSTONE-TAN	Home Ideas	FUSION PRINTS	25	AUTO
FPS0018	A - FUSION PRINTS Sr No. 26 Shade SIMPSON-SANDSTONE-BRICK RED	Home Ideas	FUSION PRINTS	26	AUTO
FPS0019	A - FUSION PRINTS Sr No. 27 Shade SIMPSON-MANDALA-POPPY RED	Home Ideas	FUSION PRINTS	27	AUTO
FPS0020	A - FUSION PRINTS Sr No. 28 Shade SIMPSON-GARDENIA-MINERAL BLUE	Home Ideas	FUSION PRINTS	28	AUTO
FPS0021	A - FUSION PRINTS Sr No. 29 Shade SIMPSON-WILDWOOD-BLUESTONE	Home Ideas	FUSION PRINTS	29	AUTO
FPS0022	A - FUSION PRINTS Sr No. 3 Shade SIMPSON-BRUSHSTROKE-TEAL	Home Ideas	FUSION PRINTS	3	AUTO
FPS0023	A - FUSION PRINTS Sr No. 30 Shade SIMPSON-BRUSHSTROKE-BLUESTONE	Home Ideas	FUSION PRINTS	30	AUTO
FPS0024	A - FUSION PRINTS Sr No. 31 Shade SIMPSON-NOORI-BLUESTONE	Home Ideas	FUSION PRINTS	31	AUTO
FPS0025	A - FUSION PRINTS Sr No. 32 Shade SIMPSON-SANDSTONE-SILVER GRAY	Home Ideas	FUSION PRINTS	32	AUTO
FPS0026	A - FUSION PRINTS Sr No. 33 Shade SIMPSON-SANDSTONE-BLUESTONE	Home Ideas	FUSION PRINTS	33	AUTO
FPS0027	A - FUSION PRINTS Sr No. 34 Shade SIMPSON-MANDALA-BLUESTONE	Home Ideas	FUSION PRINTS	34	AUTO
FPS0028	A - FUSION PRINTS Sr No. 35 Shade SIMPSON-GARDENIA-STEEL GRAY	Home Ideas	FUSION PRINTS	35	AUTO
FPS0029	A - FUSION PRINTS Sr No. 36 Shade SIMPSON-WILDWOOD-COCONUT	Home Ideas	FUSION PRINTS	36	AUTO
FPS0030	A - FUSION PRINTS Sr No. 37 Shade SIMPSON-BRUSHSTROKE-COCONUT	Home Ideas	FUSION PRINTS	37	AUTO
FPS0031	A - FUSION PRINTS Sr No. 38 Shade SIMPSON-NOORI-COCONUT	Home Ideas	FUSION PRINTS	38	AUTO
FPS0032	A - FUSION PRINTS Sr No. 39 Shade SIMPSON-SANDSTONE-STEEL GRAY	Home Ideas	FUSION PRINTS	39	AUTO
FPS0033	A - FUSION PRINTS Sr No. 4 Shade SIMPSON-NOORI-TEAL	Home Ideas	FUSION PRINTS	4	AUTO
FPS0034	A - FUSION PRINTS Sr No. 40 Shade SIMPSON-SANDSTONE-COCONUT	Home Ideas	FUSION PRINTS	40	AUTO
FPS0035	A - FUSION PRINTS Sr No. 41 Shade SIMPSON-MANDALA-COCONUT	Home Ideas	FUSION PRINTS	41	AUTO
FPS0036	A - FUSION PRINTS Sr No. 5 Shade SIMPSON-SANDSTONE-HONEY GOLD	Home Ideas	FUSION PRINTS	5	AUTO
FPS0037	A - FUSION PRINTS Sr No. 6 Shade SIMPSON-SANDSTONE-TEAL	Home Ideas	FUSION PRINTS	6	AUTO
FPS0038	A - FUSION PRINTS Sr No. 7 Shade SIMPSON-MANDALA-TEAL	Home Ideas	FUSION PRINTS	7	AUTO
FPS0039	A - FUSION PRINTS Sr No. 8 Shade SIMPSON-GARDENIA-BLUSH	Home Ideas	FUSION PRINTS	8	AUTO
FPS0040	A - FUSION PRINTS Sr No. 9 Shade SIMPSON-WILDWOOD-RUBY WINE	Home Ideas	FUSION PRINTS	9	AUTO
GA	A - Gatsby AC-69023-Bay-Leaf-#14	Home Ideas	GATSBY AC-69023-BAY-LEAF-#14	14	MANUAL
FABCARE-S364	A - HEARTLAND HANGER HEARTLAND PLAIN 01-MIST Sr No 1	Home Ideas	HEARTLAND HANGER	1	AUTO
FABCARE-S334	A - HEARTLAND HEARTLAND PLAIN 01-MIST Sr No 1	Home Ideas	HEARTLAND	1	AUTO
FABCARE-S335	A - HEARTLAND HEARTLAND PLAIN 03-ZINC Sr No 3	Home Ideas	HEARTLAND	3	AUTO
FABCARE-S336	A - HEARTLAND HEARTLAND PLAIN 05-CHARCOAL Sr No 5	Home Ideas	HEARTLAND	5	AUTO
FABCARE-S337	A - HEARTLAND HEARTLAND PLAIN 06-PEWTER Sr No 6	Home Ideas	HEARTLAND	6	AUTO
FABCARE-S338	A - HEARTLAND HEARTLAND PLAIN 07-MOUSE Sr No 7	Home Ideas	HEARTLAND	7	AUTO
FABCARE-S339	A - HEARTLAND HEARTLAND PLAIN 08-CHINCHILLA Sr No 8	Home Ideas	HEARTLAND	8	AUTO
FABCARE-S340	A - HEARTLAND HEARTLAND PLAIN 10-MARBLE Sr No 10	Home Ideas	HEARTLAND	10	AUTO
FABCARE-S341	A - HEARTLAND HEARTLAND PLAIN 12-IVORY Sr No 12	Home Ideas	HEARTLAND	12	AUTO
FABCARE-S342	A - HEARTLAND HEARTLAND PLAIN 13-RAFFIA Sr No 13	Home Ideas	HEARTLAND	13	AUTO
FABCARE-S343	A - HEARTLAND HEARTLAND PLAIN 14-LINEN Sr No 14	Home Ideas	HEARTLAND	14	AUTO
FABCARE-S344	A - HEARTLAND HEARTLAND PLAIN 15-PUTTY Sr No 15	Home Ideas	HEARTLAND	15	AUTO
FABCARE-S345	A - HEARTLAND HEARTLAND PLAIN 18-PEPPER Sr No 18	Home Ideas	HEARTLAND	18	AUTO
FABCARE-S346	A - HEARTLAND HEARTLAND PLAIN 19-TOBACCO Sr No 19	Home Ideas	HEARTLAND	19	AUTO
FABCARE-S347	A - HEARTLAND HEARTLAND PLAIN 20-SIENNA Sr No 20	Home Ideas	HEARTLAND	20	AUTO
FABCARE-S348	A - HEARTLAND HEARTLAND PLAIN 21-CANYON Sr No 21	Home Ideas	HEARTLAND	21	AUTO
FABCARE-S349	A - HEARTLAND HEARTLAND PLAIN 22-FIRE Sr No 22	Home Ideas	HEARTLAND	22	AUTO
FABCARE-S350	A - HEARTLAND HEARTLAND PLAIN 23-SPICE Sr No 23	Home Ideas	HEARTLAND	23	AUTO
FABCARE-S351	A - HEARTLAND HEARTLAND PLAIN 24-PLUM Sr No 24	Home Ideas	HEARTLAND	24	AUTO
FABCARE-S352	A - HEARTLAND HEARTLAND PLAIN 25-AUBERGINE Sr No 25	Home Ideas	HEARTLAND	25	AUTO
FABCARE-S353	A - HEARTLAND HEARTLAND PLAIN 26-MARINE Sr No 26	Home Ideas	HEARTLAND	26	AUTO
FABCARE-S354	A - HEARTLAND HEARTLAND PLAIN 27-INK Sr No 27	Home Ideas	HEARTLAND	27	AUTO
FABCARE-S355	A - HEARTLAND HEARTLAND PLAIN 28-CAPTAIN Sr No 28	Home Ideas	HEARTLAND	28	AUTO
FABCARE-S356	A - HEARTLAND HEARTLAND PLAIN 29-TEAL Sr No 29	Home Ideas	HEARTLAND	29	AUTO
FABCARE-S357	A - HEARTLAND HEARTLAND PLAIN 30-DUCKEGG Sr No 30	Home Ideas	HEARTLAND	30	AUTO
FABCARE-S358	A - HEARTLAND HEARTLAND PLAIN 31-ARUBA Sr No 31	Home Ideas	HEARTLAND	31	AUTO
FABCARE-S359	A - HEARTLAND HEARTLAND PLAIN 32-BOSPHORUS Sr No 32	Home Ideas	HEARTLAND	32	AUTO
FABCARE-S360	A - HEARTLAND HEARTLAND PLAIN 33-IVY Sr No 33	Home Ideas	HEARTLAND	33	AUTO
FABCARE-S361	A - HEARTLAND HEARTLAND PLAIN 35-TURTLE Sr No 35	Home Ideas	HEARTLAND	35	AUTO
FABCARE-S362	A - HEARTLAND HEARTLAND PLAIN 37-SUNFLOWER Sr No 37	Home Ideas	HEARTLAND	37	AUTO
FABCARE-S363	A - HEARTLAND HEARTLAND PLAIN 38-ANTELOPE Sr No 38	Home Ideas	HEARTLAND	38	AUTO
FAB0217250395	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOREALIS 15	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	15	AUTO
FAB0217250387	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLE DAWN 7	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	7	AUTO
FAB0217250382	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLE DELIGHT 2	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	2	AUTO
FAB0217250406	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLE DELIGHT 26	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	26	AUTO
FAB0217250408	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLE GRAY 28	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	28	AUTO
FAB0217250391	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLE LANE 11	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	11	AUTO
FAB0217250398	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLETTE 18	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	18	AUTO
FAB0217250409	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS BOUCLETTE 29	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	29	AUTO
FAB0217250381	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CASHMERE 1	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	1	AUTO
FAB0217250393	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CASHMERE 13	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	13	AUTO
FAB0217250401	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CASHMERE 21	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	21	AUTO
FAB0217250392	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CHERRO 12	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	12	AUTO
FAB0217250384	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CHERRO 4	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	4	AUTO
FAB0217250388	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CHERRO 8	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	8	AUTO
FAB0217250404	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CHIC CHENILLE 24	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	24	AUTO
FAB0217250389	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS CINCH 9	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	9	AUTO
FAB0217250400	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS FLAMBOYANT 20	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	20	AUTO
FAB0217250403	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS ITHAQUE 23	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	23	AUTO
FAB0217250405	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LEADEN BOUCLE 25	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	25	AUTO
FAB0217250402	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LUCCA 22	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	22	AUTO
FAB0217250399	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LUNAR 19	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	19	AUTO
FAB0217250397	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LUPO 17	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	17	AUTO
FAB0217250411	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LUPO 31	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	31	AUTO
FAB0217250394	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS LUXOR 14	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	14	AUTO
FAB0217250410	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS MEADOW GRIN 30	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	30	AUTO
FAB0217250412	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS PANACHE 32	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	32	AUTO
FAB0217250407	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS PIXEL 27	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	27	AUTO
FAB0217250390	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS SAVANNAH 10	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	10	AUTO
FAB0217250383	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS SOLANO 3	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	3	AUTO
FAB0217250385	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS SOLANO 5	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	5	AUTO
FAB0217250386	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS SPUME 6	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	6	AUTO
FAB0217250396	A - Home ideas ODYSSEY TEXTURES - EARTH NEUTRALS TATAMI 16	Home Ideas	ODYSSEY TEXTURES - EARTH NEUTRALS	16	AUTO
FAB0217250425	A - Home ideas ODYSSEY TEXTURES - MYSTIQUE NEUTRALS ARCHTYPE 13	Home Ideas	ODYSSEY TEXTURES - MYSTIQUE NEUTRALS	13	AUTO
FAB0217250445	A - Home ideas ODYSSEY TEXTURES - MYSTIQUE NEUTRALS BOREALIS 33	Home Ideas	ODYSSEY TEXTURES - MYSTIQUE NEUTRALS	33	AUTO
FAB0217250446	A - Home ideas ODYSSEY TEXTURES - MYSTIQUE NEUTRALS BOUCLE DELIGHT 34	Home Ideas	ODYSSEY TEXTURES - MYSTIQUE NEUTRALS	34	AUTO
FAB0217250426	A - Home ideas ODYSSEY TEXTURES - MYSTIQUE NEUTRALS BOUCLE SPUN 14	Home Ideas	ODYSSEY TEXTURES - MYSTIQUE NEUTRALS	14	AUTO
